id,name,developer,status,status_group,category,facility_type,ai_classification,confidence,capacity_mw,operational_capacity_mw,planned_capacity_mw,capacity_label,landscape_weight,location,city,county,state,latitude,longitude,precision,powered_by,energy_source,utility,onsite_generation_mw,water_cooling_type,water_reported_mgd,water_notes,community_status,investment_usd,land_acres,jobs_construction,jobs_permanent,nearest_nuclear_name,nearest_nuclear_state,nearest_nuclear_distance_mi,nearest_nuclear_capacity_mw,nearest_nuclear_latitude,nearest_nuclear_longitude,nearest_power_name,nearest_power_state,nearest_power_distance_mi,nearest_power_capacity_mw,nearest_power_source,nearest_power_latitude,nearest_power_longitude,nearest_water_name,nearest_water_type,nearest_water_distance_mi,nearest_water_latitude,nearest_water_longitude,source,source_url,source_count,notes
edgecore-mesa-az,EdgeCore Mesa Data Center Campus,EdgeCore Digital Infrastructure,Under construction,Under construction,confirmed,data_center,confirmed,confirmed,200.0,200.0,450.0,200 MW operating / 450 MW planned,84.0,"Mesa, Maricopa, AZ",Mesa,Maricopa,AZ,33.375,-111.6497,exact,,grid,Salt River Project (SRP),,air,,Air-cooled design requires no water recharge; closed-loop chilled water system,supported,,84.0,,,Palo Verde,AZ,69.9,4209.6,33.3881,-112.8617,Pediment BESS I,AZ,3.1,250.0,MWH,33.355662,-111.6021,Colorado River - Lake Havasu,river/lake,171.3,34.483,-114.322,EdgeCore Announces Metro Phoenix Expansion to 450MW,https://edgecore.com/edgecore-digital-infrastructure-announces-expansion-of-its-metro-phoenix-data-center-market-to-over-450-mw/,2,"Elliot Road Technology Corridor, Mesa. CEO stated 'Greater Phoenix is fast becoming the AI center of the West.' Expansion land purchase adds 43.87 acres to 40-acre original site. EdgeCore raised $2B equity and $2B debt in 2024. Coordinates approximate for Elliot Road corridor. Arizona's data-center sales/use-tax exemption (A.R.S. Sec. 41-1519) applies by statute, but no campus-specific certified award was publicly verifiable (eligibility != confirmed award); the $150M cited is first-building capex and the $2B equity + $2B debt EdgeCore raised in 2024 is corporate financing, not Mesa-campus capex."
google-redhawk-mesa-az,Google Redhawk Mesa Data Center Campus,Google,Under construction,Under construction,confirmed,data_center,confirmed,confirmed,400.0,,400.0,400 MW planned,187.0,"Mesa, Maricopa, AZ",Mesa,Maricopa,AZ,33.3764,-111.6199,exact,400MW solar and wind (Salt River Project),solar,Salt River Project (SRP),,air,,"Google built the Mesa campus as air-cooled, chosen for Arizona's watershed scarcity; Mesa's economic-development director described it at groundbreaking as a 'cutting-edge, air-cooled data center campus.' The 2019 City of Mesa development agreement separately provided for the city to supply up to ~1 million gallons/day at launch, scaling toward ~4 million gallons/day at full build-out — a contractual water allocation/backup (on-site storage, existing wells, acquired water rights, long-term storage credits), not confirmed operational cooling consumption. No operational water-use figure has been published.",supported,1000000000.0,187.0,,,Palo Verde,AZ,71.6,4209.6,33.3881,-112.8617,Pediment BESS I,AZ,1.8,250.0,MWH,33.355662,-111.6021,Colorado River - Lake Havasu,river/lake,172.7,34.483,-114.322,Google breaks ground on Mesa data center campus in Arizona,https://www.datacenterdynamics.com/en/news/google-breaks-ground-on-mesa-data-center-campus-in-arizona/,3,"Three-phase campus through 2030; originally filed anonymously as Project Red Hawk via LLC Stone Applications. Phase 1 operational July 2025. Phase 2 under construction. Coordinates at Elliot and Sossaman roads, SE Mesa. 2019 development agreement requires >=$600M capex by 2025, >=$1B by 2029, 750,000 sq ft built by 2030, and a >=$65,000 average full-time data-center salary; construction workforce has been cited around 1,200 (an estimate, not a permanent-jobs count)."
arizona-land-consulting-hassayampa-ranch-tonopah-az,Hassayampa Ranch Data Center,Arizona Land Consulting,Proposed,Proposed,likely,data_center,likely,reported,,,,,2000.0,"Tonopah, Maricopa, AZ",Tonopah,Maricopa,AZ,33.511576,-112.769387,exact,,,,,,,,,25000000000.0,2000.0,,,Palo Verde,AZ,10.1,4209.6,33.3881,-112.8617,Badger 1,AZ,2.7,14.8,SUN,33.498003,-112.8135,Colorado River - Lake Havasu,river/lake,111.4,34.483,-114.322,$25B Data Center Greenlit Near Buckeye,https://www.connectcre.com/stories/25b-data-center-greenlit-near-buckeye/,4,"~$25B proposed data center campus led by Arizona Land Consulting (Anita Verma-Lallian) with investor Chamath Palihapitiya, on ~2,000 acres of far-western Maricopa County near Tonopah (acquired in a ~$51M deal). Maricopa County approved industrial rezoning Dec 10, 2025; zoning applications pending. Coordinates are an approximate town-level geocode near Tonopah, not a parcel-confirmed point."
vermaland-la-osa-eloy-az,La Osa Data Center Park,Vermaland LLC,Proposed,Proposed,likely,data_center,likely,reported,,,,,3300.0,"Eloy, Pinal County, AZ",Eloy,Pinal County,AZ,32.75,-111.55,exact,WAPA grid interconnect; on-site natural gas (phase 1); solar (planned),mixed,Western Area Power Administration (WAPA) — proposed grid transmission line upgrades for interconnect. APS and SRP not confirmed as utility providers.,,closed_loop,,"Developer's attorney stated commitment to air-cooled or closed-loop cooling to minimize water demand. Site borders the Greene Canal, raising concerns about water access and consumption in an arid region. No MGD figures have been published. Critics cited Pima County's 'Project Blue' hyperscale data center as a cautionary precedent for water misuse in Arizona desert developments.",opposed,,3300.0,,,Palo Verde,AZ,87.8,4209.6,33.3881,-112.8617,"West Line Solar, LLC",AZ,0.5,100.0,SUN,32.7559,-111.5548,Colorado River - Lake Havasu,river/lake,199.4,34.483,-114.322,Land developer Vermaland pitches $33bn data center in Arizona,https://www.datacenterdynamics.com/en/news/land-developer-vermaland-plans-33bn-data-center-in-arizona/,5,"Vermaland LLC is a Phoenix-area land developer and land-banking company (CEO Kuldip 'Ken' Verma, founded 2006, controls ~25,000 acres of metro Phoenix land). DCD explicitly noted 'it is unclear whether Vermaland would operate its own data center facilities' — Vermaland plans to sell or rent parcels/buildings to tenants. No end tenants or hyperscaler operators have been named as of July 2026. Original plan: 59 data centers, up to 3 GW capacity ceiling, up to $33B investment ceiling, 3,300-acre site south of Eloy along the Greene Canal. A separate adjacent 1,700-acre parcel already holds Industrial-2 zoning for data centers, gas plants, battery storage, and solar. After strong public opposition (all ~60 public comments opposed), operator announced May 2026 scale-back to 11 data centers and 1 GW ceiling. Board of Supervisors hearing scheduled August 26, 2026; no permits issued as of record date. Site lies adjacent to a Qualified Opportunity Zone (investor tax benefit; not a direct subsidy to Vermaland — no subsidy award confirmed, omitted). Coordinates are approximate (parcel south of Eloy city center along Greene Canal; no precise APN published). $33B investment and all GW figures are announced ceilings, not firm commitments."
fremont-peak-luckett-road-marana-az,Luckett Road Data Centers (Fremont Peak Properties),Fremont Peak Properties LLC (Beale Infrastructure),Proposed,Proposed,likely,data_center,likely,reported,,,,,661.0,"Marana, Pima, AZ",Marana,Pima,AZ,32.495,-111.198,exact,,grid,Trico Electric Cooperative (north parcel); Tucson Electric Power (south parcel),,air,,Marana town code prohibits use of potable water for cooling systems; project proposed as air-cooled. Additional water for irrigation/industrial/fire suppression to be provided by the Cortaro Marana Irrigation District.,contested,5000000000.0,661.0,,,Palo Verde,AZ,114.5,4209.6,33.3881,-112.8617,Serrano,AZ,6.2,383.8,MWH; SUN,32.502375,-111.3037,Colorado River - Lake Havasu,river/lake,226.4,34.483,-114.322,Rezoning approved for Marana data center campus,https://tucson.com/news/local/environment/article_52f0d4ba-aa9e-4c17-b290-ca3c2ad8d011.html,5,"Two parcels along Luckett Road: north parcel owned by the Church of Jesus Christ of Latter-day Saints (borders Pinal County); south parcel owned by the Kai Family Trust. Fremont Peak Properties LLC (also referenced as 'Humphrey's Peak Properties' in some coverage) is a subsidiary of Beale Infrastructure, backed by Blue Owl Capital; connected to, but a distinct site from, the separately-tracked 'Project Blue' Beale/Blue Owl effort in unincorporated Pima County near Tucson, and from Beale's separately-tracked Project Pilot in De Soto, KS. Developer projects ~400 permanent and ~4,200 temporary construction jobs (Chamber of Southern Arizona estimate) - not yet delivered, so omitted from the jobs field. No explicit AI/GPU branding found in coverage; classified 'likely' given Blue Owl Capital's profile as a major AI-datacenter-era infrastructure investor. Coordinates are approximate for the Luckett Road parcels."
meta-mesa-az,Meta Mesa Data Center,Meta,Operating,Operating,confirmed,data_center,confirmed,confirmed,,,,,8,"Mesa, Maricopa County, AZ",Mesa,Maricopa County,AZ,33.3375358,-111.6355386,approximate,,,,,,,,,,,,,Palo Verde,AZ,70.8,4209.6,33.3881,-112.8617,Mesa Carport PV,AZ,2.0,4.6,SUN,33.347,-111.602,Colorado River - Lake Havasu,river/lake,173.2,34.483,-114.322,"Mesa, we are online! — Meta's Mesa data center serving traffic (Jan 2025), $1B+ in Arizona",https://datacenters.atmeta.com/2025/01/mesa-we-are-online/,2,"Meta data center at 3841 S Ellsworth Rd in the Elliot Road Technology Corridor, Mesa, Maricopa County — land acquired 2021 (shell entity 'Redale LLC'), came online in 2025, and was redesigned for AI workloads during construction (baxtel). Meta states 'more than $1 billion' invested in Arizona. No site-specific IT-load MW is disclosed. Coordinates are an approximate geocode of the disclosed Ellsworth Rd address; a county-parcel pass could upgrade precision to exact."
microsoft-el-mirage-az,Microsoft El Mirage Data Center Campus,Microsoft,Under construction,Under construction,likely,data_center,likely,confirmed,,,,,433.0,"El Mirage, Maricopa, AZ",El Mirage,Maricopa,AZ,33.5695,-112.3204,exact,,grid,Arizona Public Service (APS),,hybrid,,"Microsoft's Arizona datacenters use adiabatic cooling - zero water for cooling more than half the year (outside air below 85F), switching to evaporative ('swamp-cooler'-style) above 85F; Microsoft and Gila River Water Storage replenish Phoenix-AMA groundwater with long-term storage credits dedicated to El Mirage and Goodyear. No El Mirage-specific water-use (MGD) figure is published.",supported,258000000.0,433.0,,,Palo Verde,AZ,33.6,4209.6,33.3881,-112.8617,El Sol BESS,AZ,0.8,50.0,MWH,33.568,-112.3059,Colorado River - Lake Havasu,river/lake,130.8,34.483,-114.322,Microsoft Data Center Planned in El Mirage — PHX-83 fifth building,https://azbex.com/planning-development/microsoft-data-center-new-spec-industrial-planned-in-el-mirage/,3,"investmentUsd is land-purchase cost only; total campus investment is higher. PHX-83 is the fifth building on existing El Mirage campus. Coordinates are El Mirage city centroid; site is at SE corner of Dysart Rd and Olive Ave. Arizona's Sec. 41-1519 sales/use-tax exemption applies by statute but no campus-specific certified award was found; published job figures cover the combined West Valley (El Mirage/Goodyear) campus, not El Mirage alone."
microsoft-goodyear-az,Microsoft Goodyear Data Center Campus,Microsoft,Under construction,Under construction,likely,data_center,likely,confirmed,,,,,550.0,"Goodyear, Maricopa, AZ",Goodyear,Maricopa,AZ,33.4353,-112.39,exact,,grid,Arizona Public Service (APS),,hybrid,,"Microsoft updated development agreement requiring 4th and 5th buildings to use air cooling rather than direct evaporative cooling originally intended. Contributing nearly $42M total: $36M to expand 157th Ave Wastewater Treatment Plant (of a planned $90M expansion), $5M financial assurance toward dedicated sewer line, $800K city coordinator fee.",,1500000000.0,550.0,1000.0,100.0,Palo Verde,AZ,27.4,4209.6,33.3881,-112.8617,Pluto Energy Storage,AZ,2.2,75.0,MWH,33.409631,-112.4116,Colorado River - Lake Havasu,river/lake,132.3,34.483,-114.322,Microsoft purchases 100 acres next to Goodyear campus,https://www.datacenterdynamics.com/en/news/microsoft-purchases-100-acres-next-to-existing-data-center-campus-in-goodyear-arizona/,3,"Near Citrus and Indian School roads, Goodyear (address: 3785 Citrus Rd per industry sources). Two-million sq ft of existing or under-construction data centers. investmentUsd is reported campus value; land-only spend is additional. Coordinates approximate; exact site is west Goodyear near airport. First land purchase corrected to April 2019 / 150 acres / $37.11M per DCD primary source; intermediate purchases brought pre-2025 footprint to approximately 450 acres before the 100-acre 2025 expansion to 550+ total."
ntt-global-mesa-az,NTT Global Data Centers Mesa — Pacific Proving Technology Park,NTT Global Data Centers,Proposed,Proposed,likely,data_center,likely,reported,360.0,,360.0,360 MW planned,173.0,"Mesa, Maricopa, AZ",Mesa,Maricopa,AZ,33.3025,-111.62,exact,,grid,Salt River Project (SRP),,closed_loop,,Closed-loop cooling proposed; community activists cite Arizona drought and Colorado River water stress,contested,300000000.0,173.0,,,Palo Verde,AZ,71.9,4209.6,33.3881,-112.8617,Queen Creek Solar Farm,AZ,2.5,19.0,SUN,33.2675,-111.6122,Colorado River - Lake Havasu,river/lake,175.1,34.483,-114.322,NTT acquires 173-acre planned data center park in Mesa for $300m,https://www.datacenterdynamics.com/en/news/ntt-acquires-173-acre-planned-data-center-park-in-mesa-arizona-for-300m/,2,"investmentUsd is $300M land purchase only; total buildout investment is substantially higher. NE corner of Pecos and Crismon roads, far SE Mesa. Seven two-story buildings totaling 1.7M sq ft + warehouse + office. NTT's second Phoenix-area campus (existing 102-acre, 240MW campus is ~4 miles north on Elliot Road). Phase 1 targeted November 2028. Coordinates approximate for Pecos/Crismon intersection."
novva-mesa-az,Novva Mesa Data Center Campus,Novva Data Centers,Under construction,Under construction,likely,data_center,likely,confirmed,300.0,,300.0,300 MW planned,160.0,"Mesa, Maricopa, AZ",Mesa,Maricopa,AZ,33.3717,-111.6747,exact,,solar,Salt River Project (SRP),,air,,Proprietary water-free air-cooling system projected to conserve up to 650 million gallons of culinary water annually versus comparable evaporative-cooled facility,,3000000000.0,160.0,,200.0,Palo Verde,AZ,68.5,4209.6,33.3881,-112.8617,Pediment BESS I,AZ,4.3,250.0,MWH,33.355662,-111.6021,Colorado River - Lake Havasu,river/lake,170.1,34.483,-114.322,Novva Data Centers Announces New Campus in Mesa,https://www.novva.com/media-center/novva-data-centers-announces-new-campus-in-mesa/,2,"Located near Ellsworth and Warner roads, southeast Mesa. Five data halls, 1.3M sq ft data hall space, 200,000 sq ft office, two-phase buildout over ~10 years. Sixth Novva campus nationally, first in Arizona. Architectural design honors Hohokam heritage. Coordinates approximate."
takanock-project-baccara-maricopa-county-az,Project Baccara,"Takanock, LLC",Permitted,Permitted,likely,data_center,likely,confirmed,700.0,,700.0,700 MW planned,700.0,"Maricopa, AZ",,Maricopa,AZ,33.68,-112.42,exact,,on_site_gas,,,,,,contested,36000000000.0,,,,Palo Verde,AZ,32.5,4209.6,33.3881,-112.8617,Northwest Regional,AZ,3.3,3.2,LFG,33.681944,-112.4767,Colorado River - Lake Havasu,river/lake,122.2,34.483,-114.322,Maricopa County supervisors approve controversial data center,https://www.abc15.com/news/region-southwest-valley/surprise/maricopa-county-supervisors-approve-controversial-surprise-area-data-center,2,"Unincorporated Maricopa County near Surprise, AZ, north of Luke AFB. Construction targeted Q3 2026, first building online 2028. Coordinates are approximate."
beale-project-blue-pima-county-az,Project Blue,Beale Infrastructure (AWS confirmed end-customer),Under construction,Under construction,likely,data_center,likely,confirmed,,,,,8,"Pima, AZ",,Pima,AZ,32.1,-110.75,exact,,,,,,,,,3600000000.0,,,,Palo Verde,AZ,151.6,4209.6,33.3881,-112.8617,UASTP I,AZ,3.6,1.2,SUN,32.096973,-110.8106,Rio Grande - El Paso,river,251.2,31.761,-106.485,Pima County NDA confirms Amazon is behind Project Blue data center,https://azluminaria.org/2025/10/01/pima-county-nda-confirms-amazon-is-behind-project-blue-data-center/,1,"Unincorporated Pima County, west of Houghton Rd, near Tucson. 500-700MW planned across 13M sq ft (a range, so omitted from capacityMw). AWS confirmed as end-customer via an NDA obtained by AZ Luminaria. Distinct site from Beale Infrastructure's Fremont Peak Properties/Luckett Road project in the Town of Marana (also AZ, also tracked this session) - same developer family, different parcel. Coordinates are approximate."
amazon-gilroy-ca,Amazon AWS Gilroy Data Center,Amazon Web Services,Under construction,Under construction,mixed_use,data_center,mixed_use,confirmed,98.0,,98.0,98 MW planned,56.0,"Gilroy, Santa Clara, CA",Gilroy,Santa Clara,CA,36.997,-121.541,exact,,grid,Pacific Gas & Electric (PG&E),,hybrid,0.016,"Final EIR-certified use is 23 acre-feet/year total (~7.49 million gallons/yr) at full build-out — 18 AFY for cooling (~0.016 MGD), 3 AFY landscaping, 2 AFY domestic (FEIR p.186); drawn from Gilroy potable supply pending a recycled-water pipeline. Evaporative cooling is triggered only when outdoor temperature exceeds 83F (~3% of the year). Amazon's promotional figure of ~4 million gallons/yr (~36 households) is roughly half the FEIR-certified total and is disputed in a CEQA challenge; Amazon says it aims for 100% reclaimed cooling water by 2030.",contested,2000000000.0,56.0,,,Diablo Canyon,CA,129.2,2323.0,35.211536,-120.8555,Gilroy Peaking Energy Center,CA,0.3,144.0,NG,36.999,-121.5363,Lake Mead,reservoir,399.5,36.245,-114.396,"Amazon Data Services Gains Approval for Data Center on 56 Acres in Gilroy, California",https://www.datacenterdynamics.com/en/news/amazon-data-services-gains-approval-for-data-center-on-56-acres-in-gilroy-california/,5,"Status updated to under_construction: grading permit issued December 11, 2025; building permit issued March 19, 2026; City of Gilroy lists project as Under Construction as of July 2026. Site at 8050 Camino Arroyo in east Gilroy along Hwy 101. Full build-out: 438,000 sq ft across 56 acres. Amazon cites a ~$2 billion investment for the Gilroy project (recorded as investmentUsd); its broader Northern California investment of ~$5.1B and ~1,890 jobs since 2009 is regional and not attributable to this site. The 2020 land purchase was $31.3M. Operational job figures conflict and are unconfirmed: the FEIR says employment 'may grow to 50 full-time employees' (a ceiling), the permit application lists 25, and Amazon's promotional materials cite ~90 on-site; the construction workforce is not disclosed."
calethos-lithium-valley-imperial-county-ca,CalEthos Lithium Valley Data Center Campus,"CalEthos, Inc.",Proposed,Proposed,likely,data_center,likely,reported,,,,,315.0,"El Centro, Imperial, CA",El Centro,Imperial,CA,32.79,-115.56,exact,,mixed,,,,,,,,315.0,,,Palo Verde,AZ,161.6,4209.6,33.3881,-112.8617,Sol Orchard El Centro PV,CA,1.2,20.0,SUN,32.803333,-115.5464,Colorado River - Lake Havasu,river/lake,136.9,34.483,-114.322,"CalEthos expands data center plans for Lithium Valley, California, with 315-acre land purchase",https://www.datacenterdynamics.com/en/news/calethos-expands-data-center-plans-for-lithium-valley-california-with-315-acre-land-purchase/,1,"First phase now ~300-420MW (expanded from an original 80-acre/300MW plan; a range, so omitted from capacityMw); part of a planned 1M sq ft, 3-4 phase campus. Land purchase completed; permitting/engineering underway with American Dark Fiber. Distinct, competing developer from the existing tracked Imperial Valley Computer Manufacturing (Sebastian Rucci/IVCM) project in the same county. Coordinates are approximate."
coresite-bowers-santa-clara-ca,CoreSite Bowers Data Center,CoreSite,Permitted,Permitted,likely,data_center,likely,confirmed,72.0,,72.0,72 MW planned,5.0,"Santa Clara, Santa Clara, CA",Santa Clara,Santa Clara,CA,37.389,-121.974,exact,Silicon Valley Power (SVP) grid; new on-site substation planned,grid,Silicon Valley Power (SVP),,,,,mixed,,5.0,,,Diablo Canyon,CA,162.8,2323.0,35.211536,-120.8555,Intel Santa Clara,CA,0.6,1.1,NG,37.384745,-121.9638,Lake Mead,reservoir,426.4,36.245,-114.396,GI Partners Secures Planning Permission for 72MW Data Center in Santa Clara,https://www.datacenterdynamics.com/en/news/gi-partners-secures-planning-permission-for-72mw-data-center-in-santa-clara-california/,3,Coordinates approximate based on 2805 Bowers Ave address. Originally a GI Partners project; CoreSite (owned by American Tower) acquired in Feb 2026 and is expected to redevelop under existing permit. CoreSite already operates a dense interconnection campus nearby in Santa Clara. No construction timeline announced as of mid-2026.
cyrusone-nas-lemoore-ca,CyrusOne AI Data Center at NAS Lemoore,CyrusOne,Proposed,Proposed,confirmed,data_center,confirmed,confirmed,100.0,,100.0,100 MW planned,100.0,"Kings, CA",,Kings,CA,36.303,-119.953,exact,Off-grid microgrid (engine generators built by Ameresco; potential 425MW solar farm on adjacent 920 acres),on_site_gas,,,unknown,,Developer has not disclosed cooling method or water source (arid Central Valley; NAS Lemoore draws from the Kings River). Kings County Supervisor Gilcrease flagged water as a key opposition concern.,contested,,,,,Diablo Canyon,CA,90.8,2323.0,35.211536,-120.8555,Van der Kooi Dairy Solar Array,CA,3.9,1.0,SUN,36.29169,-120.0224,Lake Mead,reservoir,309.5,36.245,-114.396,Ameresco and U.S. Navy Partner to Build AI-Optimized Data Center and Energy Infrastructure at NAS Lemoore,https://ir.ameresco.com/news-events/press-releases/detail/715/ameresco-and-u-s-navy-partner-to-build-ai-optimized-data,4,"Located at Naval Air Station Lemoore on the Kings/Fresno county border. Ameresco leads energy infrastructure via its Intelliscale platform; CyrusOne operates the data center for federal and defense AI workloads (FedRAMP, FISMA High, DoD IL5/IL6). Land leased from DOD. Announced September 9, 2025; first phase expected online 2027."
ecl-csc1-santa-clara-ca,ECL CSC-1 FlexGrid AI Data Center,ECL,Proposed,Proposed,confirmed,data_center,confirmed,reported,35.0,,35.0,35 MW planned,35.0,"Santa Clara, Santa Clara, CA",Santa Clara,Santa Clara,CA,37.354,-121.955,exact,FlexGrid hybrid: SVP on-grid electricity + natural gas + hydrogen fuel cells,mixed,Silicon Valley Power (SVP),,closed_loop,,"When hydrogen fuel cells are used, by-product water from hydrogen generation supplies the cooling loop, eliminating freshwater draw — significant for drought-prone California.",,,,,,Diablo Canyon,CA,160.2,2323.0,35.211536,-120.8555,"SC 1 Data Center, Phase 2",CA,0.8,99.6,DFO,37.361667,-121.9436,Lake Mead,reservoir,425.0,36.245,-114.396,ECL 35MW FlexGrid-Powered Data Center in Santa Clara Builds Atop On-Grid Power for High-Density AI Delivery,https://www.businesswire.com/news/home/20260421198659/en/ECL-35MW-FlexGrid-Powered-Data-Center-in-Santa-Clara-Builds-Atop-On-Grid-Power-for-High-Density-AI-Delivery,2,"Exact street address not publicly disclosed. Coordinates are Santa Clara city centroid (approximate). Announced April 21, 2026. First phase targets Q4 2026 delivery. ECL CEO Yuval Bachar stated the project addresses SVP grid capacity constraints that have forced other data center developers into multi-year interconnection queues. Project targets AI training and inference workloads."
beacon-golden-valley-ca,Golden Valley Technology Hub,Beacon Data Centers (w/ California Resources Corp),Proposed,Proposed,Data center,data_center,,reported,275.0,,275.0,275 MW planned,275.0,"Elk Hills, Kern, CA",Elk Hills,Kern,CA,35.36,-119.55,approximate,,,,,,,,,,,,,Diablo Canyon,CA,74.3,2323.0,35.211536,-120.8555,Berry NMW Cogens,CA,5.0,11.4,NG,35.307555,-119.6116,Lake Mead,reservoir,295.2,36.245,-114.396,Canada's Beacon DC targets 275MW data center campus on California oil field,https://www.datacenterdynamics.com/en/news/canadas-beacon-dc-targets-275mw-data-center-campus-on-california-oil-field/,3,"400,000 sq ft on 100 acres, dedicated 275MW from CRC's own Elk Hills natural gas power plant, closed-loop cooling. Standalone campus on former oilfield, not a colo tenancy."
ivcm-imperial-county-ca,Imperial Valley Computer Manufacturing AI Data Center,Imperial Valley Computer Manufacturing (IVCM),Proposed,Proposed,confirmed,data_center,confirmed,reported,330.0,,330.0,330 MW planned,75.0,"Imperial, Imperial, CA",Imperial,Imperial,CA,32.847,-115.569,exact,,grid,Imperial Irrigation District (IID),,evaporative,0.75,"Developer requested 750,000 gallons/day of reclaimed water from IID (out of a proposed 6 million gallon daily allocation). IID rejected water service application. IVCM subsequently sued for approximately 260 million gallons per year of Colorado River water.",litigation,,75.0,1700.0,100.0,Palo Verde,AZ,161.1,4209.6,33.3881,-112.8617,Valencia 3,CA,3.2,3.0,SUN,32.88567,-115.5377,Colorado River - Lake Havasu,river/lake,133.9,34.483,-114.322,California's Largest Data Center Plan Rouses Imperial County,https://inewsource.org/2026/04/05/data-center-developer-imperial-county/,3,"Coordinates approximate; actual site is near Aten Road and Clark Road just outside Imperial city limits. Developer Sebastian Rucci (Imperial Valley Computer Manufacturing) proposes ~950,000 sq ft facility described by developer as 'designed exclusively for advanced artificial intelligence and machine learning operations.' Imperial County Board of Supervisors was deliberating an emergency moratorium on new data center approvals as of June 4, 2026 — adoption not confirmed by cited source. Annual promised tax revenue: ~$28M."
